1222	1	4
1267	1	4
1284	1	4
1291	4	1
1345	1	4
1565	1	4
1601	1	4
1639	1	4
1686	1	4
1739	1	4
1749	1	4
1753	1	4
1754	1	4
1782	1	4
1844	1	4
1908	1	4
1924	1	4
2073	1	4
2083	1	4
2157	1	4
2187	1	4
2222	1	4
2235	1	4
2238	1	4
2239	1	4
2244	1	4
2246	1	4
2247	1	4

## TEST 6: Significant reads at cut site in Inf(pos 333); zero reads for the transcript in Uninf.
## TEST 6: Output: "TRIAE_CS42_1BL_TGACv1_035559_AA0146840.1	333"

## TEST 7: Cut site with significant reads in Inf (pos 2543); no reads at site in Uninf.
## TEST 7: Output: "TRIAE_CS42_5BL_TGACv1_404110_AA1284310.1  2543"
@ID:TRIAE_CS42_5BL_TGACv1_404110_AA1284310.1
@LN:2841
694	1	4
881	1	4
960	1	4
1187	1	4
1416	1	4
1418	1	4
1496	1	4
1509	1	4
1575	1	4
1615	1	4
1641	1	4
1650	1	4
1727	1	4
1767	1	4
1770	1	4
1773	1	4
1781	2	2
1818	1	4
1824	1	4
1852	1	4
1884	1	4
1891	1	4
1899	1	4
1979	1	4
1984	1	4
2027	1	4
2053	1	4
2067	1	4
2090	1	4
2094	1	4
2095	1	4
2144	1	4
2158	1	4
2172	1	4
2214	1	4
2219	1	4
2236	1	4
2271	1	4
2272	1	4
2287	1	4
2293	1	4
2297	1	4
2299	1	4
2312	1	4
2313	1	4
2316	1	4
2321	1	4
2324	1	4
2328	1	4
2335	1	4
2342	1	4
2353	1	4
2356	1	4
2376	1	4
2391	1	4
2395	1	4
2405	1	4
2406	1	4
2427	2	2
2430	1	4
2434	1	4
2435	1	4
2436	1	4
2442	1	4
2448	1	4
2449	2	2
2455	1	4
2459	1	4
2470	1	4
2471	1	4
2476	1	4
2477	2	2
2478	1	4
2481	1	4
2486	1	4
2487	1	4
2490	1	4
2511	3	0
2512	1	4
2526	1	4
2535	1	4
2544	1	4
2545	1	4
2547	1	4
2558	1	4
2574	1	4
2582	2	2
2585	1	4
2611	1	4
2616	1	4
2632	1	4
2650	1	4
2666	1	4
2682	2	2
2684	1	4
2685	1	4
2687	1	4
2698	1	4
